cluster_label,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Dance,0.5976445628385894,0.5512721642652986,-9.789091725564765,0.14559041692251798,0.4433037382280343,0.0027350369734779204,0.19672828248001423,0.5855283270548559,117.6981258206867,12.126364687915023
Focus,0.4950620653319283,0.43846884722264035,-13.784682974559688,0.05749725429831261,0.6233794603025741,0.62078816831859,0.1626226111667506,0.4602021210296553,115.06009679361735,12.203498743387527
Folk,0.5422309996743732,0.5234401442852491,-11.106969391077824,0.05905142559192864,0.4794239810582872,0.1783196094932556,0.16590755811030689,0.5593113871703028,118.34009280364701,12.286594291136412
Rock,0.5247362220447284,0.4946996868210863,-11.686824680511183,0.05992694610952086,0.5215834435583067,0.41787749747701114,0.1761874622973246,0.5196840295527156,117.85233506389775,12.271805198822209
